NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;ANO_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO;TIPO_PRODUTO
BENEFIX;06/06/2000;2000;NOVO;121100118;01/06/2010;25000050339;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CERAZETTE;06/06/2000;2000;NOVO;101710089;01/06/2030;25000034171;ANTICONCEPCIONAIS;03560974000118 - MERCK SHARP & DOHME FARMACEUTICA LTDA.;VÁLIDO;DESOGESTREL;MEDICAMENTO
CLORIDRATO DE RUFLOXACINO;06/06/2000;2000;NOVO;100430717;01/06/2005;25000021984;ANTIBIOTICOS SISTEMICOS SIMPLES;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
ERRADIC;06/06/2000;2000;NOVO;100330093;01/06/2015;25000012181;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;61230314000175 - LIBBS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SOLUÇÃO DE AMINOÁCIDOS E GLICOSE/EMULSÃO LIPIDICA;06/06/2000;2000;NOVO;106830107;01/06/2005;25000001305;REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL;49351786000261 - BAXTER HOSPITALAR LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VERTEPORFIRINA;06/06/2000;2000;NOVO;131190015;01/06/2005;25000051859;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;00820120000135 - ELANCO SAUDE ANIMAL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ZYVOX;06/06/2000;2000;NOVO;123890078;01/06/2010;25000053842;ANTIBIOTICOS SISTEMICOS SIMPLES;71699490000104 - PHARMACIA BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
IMODIUM PLUS;07/06/2000;2000;NOVO;112360038;01/06/2010;25000026620;ANTIDIARREICOS-ASSOCIACOES MEDICAMENTOSAS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CUTISANOL;09/06/2000;2000;NOVO;103970010;01/12/2019;25992010642;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;33388182000179 - PRODUTOS FARMACÊUTICOS MILLET ROUX;CADUCO/CANCELADO;;MEDICAMENTO
PRECEDEX;19/06/2000;2000;NOVO;105530239;01/06/2005;25000001478;HIPNOTICOS;56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BACTRIM;23/06/2000;2000;NOVO;101000008;01/10/2029;25992013512;TRIMETOPRIMA EM ASSOCIACAO COM SULFAS;33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
LEIBA;23/06/2000;2000;NOVO;104970102;01/11/2008;25001006788;OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;CADUCO/CANCELADO;;MEDICAMENTO
PERGONAL;23/06/2000;2000;NOVO;111240001;01/12/2004;25004202080;HORMONIO GONADOTROFICO;27944313000154 - SERONO PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
POLYTAR;28/06/2000;2000;NOVO;106750008;01/06/2028;25992016199;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;63064653000154 - LABORATÓRIOS STIEFEL LTDA;VÁLIDO;ALCATRÃO DE HULHA +  ALCATRÃO DO LENHO DE JUNIPERUS OXYCEDRUS +  ALCATRÃO DO LENHO DE PINUS PALUSTRIS +  ALCATRÃO DE PINHO +  EXTRATO DE ALCATRÃO MINERAL +  EXTRATO DE ALCATRÃO MINERAL EM ÓLEO DE ARÁQUIDE +  ÓLEO DE CADE;MEDICAMENTO
ARTREN;30/06/2000;2000;NOVO;100890184;01/12/2019;25001002442;ANTINFLAMATORIOS;33069212000184 - MERCK S/A;CADUCO/CANCELADO;;MEDICAMENTO
CAMPRAL;30/06/2000;2000;NOVO;100890222;01/10/2003;25000007086;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;33069212000184 - MERCK S/A;CADUCO/CANCELADO;;MEDICAMENTO
CISTICID;30/06/2000;2000;NOVO;100890072;01/01/2029;25991000069;OUTROS ANTIPARASITARIOS PARA AFECCOES INTERNAS;33069212000184 - MERCK S/A;CADUCO/CANCELADO;;MEDICAMENTO
DEXA - CITONEURIN;30/06/2000;2000;NOVO;100890017;01/10/2017;25992010251;ANTINFLAMATORIOS ANTIREUMATICOS;33069212000184 - MERCK S/A;CADUCO/CANCELADO;;MEDICAMENTO
ELCOMETRINA;30/06/2000;2000;NOVO;100890220;01/02/2003;25000009920;PROGESTAGENOS SIMPLES;33069212000184 - MERCK S/A;CADUCO/CANCELADO;;MEDICAMENTO
NILVADIPINA;30/06/2000;2000;NOVO;100890199;01/08/2005;25000000023;ANTILIPEMICOS;33069212000184 - MERCK S/A;CADUCO/CANCELADO;;MEDICAMENTO
SEPTOPAL;30/06/2000;2000;NOVO;100890050;01/10/2009;25991002742;AMINOGLICOSIDEOS;33069212000184 - MERCK S/A;CADUCO/CANCELADO;;MEDICAMENTO
ACCOLATE;03/07/2000;2000;NOVO;116180065;01/02/2013;25000041346;ANTIASMATICOS;60318797000100 - ASTRAZENECA DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
RUTOSIDO + BROMELAÍNA + TRIPSINA;03/07/2000;2000;NOVO;119020001;01/06/2005;25000026281;ANTINFLAMATORIOS E ANTIREUMATIOS-ASSOCS  MEDICAMENTOSAS;55765937000140 - KHOL INDUSTRIAL  LTDA;CADUCO/CANCELADO;;MEDICAMENTO
vacina Haemophilus influenzae b (conjugada);03/07/2000;2000;NOVO;101070120;01/10/2018;25000004848;VACINAS;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ALREX;05/07/2000;2000;NOVO;119610005;01/07/2025;25000020786;ANTINFLAMATORIOS;27011022000103 - BL INDÚSTRIA OTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ARTELAC;05/07/2000;2000;NOVO;119610006;01/06/2025;25000020124;MEDICAMENTOS COM ACAO NO APARELHO VISUAL;27011022000103 - BL INDÚSTRIA OTICA LTDA;VÁLIDO;HIPROMELOSE;MEDICAMENTO
DAONIL;10/07/2000;2000;NOVO;113000032;01/01/2025;25992011895;ANTIDIABETICOS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MOVATEC;10/07/2000;2000;NOVO;103670102;01/04/2021;25000017997;ANTINFLAMATORIOS;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
ALBUMINAR;11/07/2000;2000;NOVO;101510101;01/11/2019;25001012193;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;62969589000198 - CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
LOTEPROL;12/07/2000;2000;NOVO;119610007;01/07/2025;25000020892;ANTINFLAMATORIOS;27011022000103 - BL INDÚSTRIA OTICA LTDA;VÁLIDO;ETABONATO DE LOTEPREDNOL;MEDICAMENTO
BONEFOS;13/07/2000;2000;NOVO;100200088;01/07/2010;25000055380;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;56990534000167 - SCHERING DO BRASIL QUÍMICA E FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
OTICERIM;13/07/2000;2000;NOVO;101430028;01/11/2019;25992008319;REMOVEDORES DE SECRECAO DO CONDUTO AUDITIVO EXTERNO;33026055000120 - MEGALABS FARMACEUTICA S.A.;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE BENOXINATO (PORT 344/98 LISTA C1);17/07/2000;2000;NOVO;135320010;01/07/2005;25016001188;ANESTESICOS;35082973000100 - DM COMERCIAL DE MEDICAMENTOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
EPREX;19/07/2000;2000;NOVO;112363337;01/12/2025;25000003911;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;ALFAEPOETINA;MEDICAMENTO
IMUNOGLOBULINA HUMANA ANTI-TETANICA;20/07/2000;2000;NOVO;116090010;01/06/2005;25000003047;IMUNOGLOBULINAS;24040487000102 - SANOFI PASTEUR LTDA;CADUCO/CANCELADO;;MEDICAMENTO
LESCOL;25/07/2000;2000;NOVO;100680041;;25000011505;ANTILIPEMICOS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CADUCO/CANCELADO;;MEDICAMENTO
OPTIMARK;25/07/2000;2000;NOVO;113980025;01/07/2025;25351009952;CONTRASTES RADIOLOGICOS;30153811000193 - GUERBET IMAGEM DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BAND AID SPRAY ANTI SÉPTICO;28/07/2000;2000;NOVO;101870255;01/08/2014;25000014401;ANTISSEPTICO;59748988000114 - JOHNSON & JOHNSON INDUSTRIAL LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
DERMACERIUM;01/08/2000;2000;NOVO;118360006;01/01/2029;25000024202;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;33019548000132 - SILVESTRE LABS QUÍMICA E FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
HELITON;01/08/2000;2000;NOVO;104810080;01/08/2005;25000021872;ANTIPARASITARIOS;48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MUCOSOLVAN;01/08/2000;2000;NOVO;103670073;01/06/2020;25991011555;EXPECTORANTES BALSAMICOS E MUCOLITICO;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
PANOXYL GEL;01/08/2000;2000;NOVO;106750007;01/06/2015;25000017536;PRODUTOS ANTI-ACNE;63064653000154 - LABORATÓRIOS STIEFEL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
RINOFLUIMUCIL;01/08/2000;2000;NOVO;100840112;01/06/2025;25991005949;DESCONGESTIONANTES NASAIS TOPICOS;61100004000136 - ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
ZYPREXA;01/08/2000;2000;NOVO;112600021;01/03/2027;25000035904;ANTIPSICOTICOS;43940618000144 - ELI LILLY DO BRASIL LTDA;VÁLIDO;OLANZAPINA;MEDICAMENTO
ÓLEO DE FÍGADO BACALHAU+ÓXIDO DE ZINCO+CLORETODE BENZALCÔNIO;01/08/2000;2000;NOVO;104810081;01/07/2005;25000021565;EMOLIENTES E PROTETORES DA PELE E MUCOSAS;48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MICOSTATIN;07/08/2000;2000;NOVO;101800037;01/08/2015;25992010689;ANTIMICOTICO;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CUROSURF;14/08/2000;2000;NOVO;100580067;01/09/2027;25000006376;PRODUTO PARA O APARELHO RESPIRATORIO;61363032000146 - CHIESI FARMACÊUTICA LTDA;VÁLIDO;ALFAPORACTANTO;MEDICAMENTO
BOTOX;21/08/2000;2000;NOVO;101470045;01/09/2027;25000005508;AGENTE PARALISANTE NEUROMUSCULAR;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;VÁLIDO;TOXINA BOTULÍNICA A;MEDICAMENTO
BRONCHO-VAXOM;21/08/2000;2000;NOVO;106390201;01/08/2030;25000013768;IMUNOMODULADOR;60397775000174 - TAKEDA PHARMA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
CHERACAP S;21/08/2000;2000;NOVO;123890079;01/08/2010;25000008990;PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE;71699490000104 - PHARMACIA BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
LYMPHOGLOBULINE;21/08/2000;2000;NOVO;116090007;01/02/2010;25000003048;IMUNOGLOBULINAS;24040487000102 - SANOFI PASTEUR LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MUCOLITIC;21/08/2000;2000;NOVO;106390202;01/08/2020;25992009907;EXPECTORANTES BALSAMICOS E MUCOLITICO;60397775000174 - TAKEDA PHARMA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
PREMARIN MPA;21/08/2000;2000;NOVO;121100073;01/04/2005;25000018453;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;ACETATO DE MEDROXIPROGESTERONA +  ESTROGÊNIOS CONJUGADOS NATURAIS;MEDICAMENTO
THYMOGLOBULINE;21/08/2000;2000;NOVO;116090008;01/02/2010;25000003046;IMUNOGLOBULINAS;24040487000102 - SANOFI PASTEUR LTDA;CADUCO/CANCELADO;;MEDICAMENTO
FONTOL;31/08/2000;2000;NOVO;106390204;01/08/2010;25992007804;ANALGESICOS NAO NARCOTICOS;60397775000174 - TAKEDA PHARMA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
IONIL T;31/08/2000;2000;NOVO;112130221;01/08/2015;25991001214;MEDICAMENTOS ATIVOS NA SECRECAO GORDUROSA;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
METHYCOBAL;01/09/2000;2000;NOVO;103410056;01/09/2015;25000020713;ANTIANEMICOS;61455192000115 - TRB PHARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VOGLIBOSE;01/09/2000;2000;NOVO;105530240;01/08/2005;25351000053;ANTIDIABETICOS;56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE MEMANTINA;04/09/2000;2000;NOVO;135480113;01/09/2005;25000019706;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;64858525000145 - MONSANTO DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE OXICODONA (PORT 344/98 LISTA A1);04/09/2000;2000;NOVO;113980026;01/09/2005;25000051676;ANALGESICOS NARCOTICOS;30153811000193 - GUERBET IMAGEM DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DINAFLEX;04/09/2000;2000;NOVO;122140031;01/09/2025;25000023426;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;55980684000127 - ZODIAC PRODUTOS FARMACÊUTICOS S/A;VÁLIDO;SULFATO DE GLICOSAMINA CLORETO DE SÓDIO;MEDICAMENTO
LEVEL;04/09/2000;2000;NOVO;109740115;01/09/2025;25000008660;ANTICONCEPCIONAIS;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;VÁLIDO;ETINILESTRADIOL +  LEVONORGESTREL;MEDICAMENTO
OFLOX;04/09/2000;2000;NOVO;101470027;01/04/2027;25001000365;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO;43426626000177 - ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;VÁLIDO;OFLOXACINO;MEDICAMENTO
BUSCODUO;15/09/2000;2000;NOVO;103670096;01/09/2027;25000007907;ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
GAMMAR;15/09/2000;2000;NOVO;100140028;01/12/2014;25992010817;NEUROPSICOESTIMULANTES;33517558000106 - QUIMICA FARMACEUTICA NIKKHO DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
GESTADINONA;15/09/2000;2000;NOVO;100200022;01/10/2009;25992004343;HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS;56990534000167 - SCHERING DO BRASIL QUÍMICA E FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
HYDREA;15/09/2000;2000;NOVO;101800093;01/08/2029;25991001171;OUTROS ANTINEOPLASICOS;56998982000107 - BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
IPSILON;15/09/2000;2000;NOVO;100140035;01/08/2013;25992000422;ANTIFIBRINOLITICOS;33517558000106 - QUIMICA FARMACEUTICA NIKKHO DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SILIMALON;15/09/2000;2000;NOVO;100140054;01/08/2012;25992008519;HEPATOPROTETORES E LIPOTROPICOS;33517558000106 - QUIMICA FARMACEUTICA NIKKHO DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TILADE;15/09/2000;2000;NOVO;113000270;01/12/2004;25000007352;ANTIASMATICOS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VAC.COMB.CONTRA DIF. TETANO,COQUELUCHE,HEP. B;15/09/2000;2000;NOVO;101070115;01/11/2007;25000009296;VACINAS;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VACINA ADSORVIDA DIFTERIA, TÉTANO, PERTUSSIS (ACELULAR), HAEMOPHILUS ;15/09/2000;2000;NOVO;116090037;01/09/2010;25000038031;VACINAS;24040487000102 - SANOFI PASTEUR LTDA;CADUCO/CANCELADO;;MEDICAMENTO
FLIXOTIDE;21/09/2000;2000;NOVO;100250055;01/07/2005;25000001549;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;33172560000182 - GLAXO WELLCOME S/A;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO PILOCARPINA + CLORIDRATO METIPRANOLOL;25/09/2000;2000;NOVO;119610008;01/09/2005;25000020530;ANTIGLAUCOMATOSOS;27011022000103 - BL INDÚSTRIA OTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
HIDROBROMETO DE ELETRIPTANO;25/09/2000;2000;NOVO;102160069;01/07/2005;25000004616;ANALGESICOS CONTRA ENXAQUECA;46070868003699 - LABORATÓRIOS PFIZER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TECHMESCAN ENXOFRE COLOIDAL;06/10/2000;2000;NOVO;113980028;01/10/2005;25000012927;PRODUTOS PARA DIAGNOSTICO POR IMAGEM;30153811000193 - GUERBET IMAGEM DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ALVEOFACT;09/10/2000;2000;NOVO;103670007;01/08/2007;25000007910;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
CLEXANE;09/10/2000;2000;NOVO;113000276;01/10/2022;25000017007;ANTITROMBOTICO;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
KALETRA;09/10/2000;2000;NOVO;105530242;01/10/2015;25351014686;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
NAPRIX D;09/10/2000;2000;NOVO;100330178;01/10/2025;25351267326;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;61230314000175 - LIBBS FARMACÊUTICA LTDA;VÁLIDO;HIDROCLOROTIAZIDA +  RAMIPRIL;MEDICAMENTO
PENTACARINAT;09/10/2000;2000;NOVO;113000275;01/10/2004;25000011126;ANTIBIOTICOS SISTEMICOS SIMPLES;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DDAVP;19/10/2000;2000;NOVO;128760001;01/09/2005;25991003449;HORMONIOS DA HIPOFISE;74232034000148 - LABORATÓRIOS FERRING LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PROFASI;19/10/2000;2000;NOVO;111240002;01/07/2004;25004002082;HORMONIO GONADOTROFICO;27944313000154 - SERONO PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
APEVITIN BC;20/10/2000;2000;NOVO;102350328;01/09/2025;25001020020;ESTIMULANTES DO APETITE;57507378000365 - EMS S/A;VÁLIDO;CLORIDRATO DE CIPROEPTADINA +  CLORIDRATO DE PIRIDOXINA +  CLORIDRATO DE TIAMINA +  NICOTINAMIDA +  RIBOFLAVINA-5-FOSFATO DE SÓDIO +  ÁCIDO ASCÓRBICO;MEDICAMENTO
AERODIOL;27/10/2000;2000;NOVO;112780058;01/10/2010;25000051128;ESTROGENOS SIMPLES;42374207000176 - LABORATÓRIOS SERVIER DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BUTAZONA CÁLCICA;27/10/2000;2000;NOVO;103670059;01/01/2020;25992004719;ANTINFLAMATORIOS ANTIREUMATICOS;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
KETOROLAC DE TROMETAMINA;27/10/2000;2000;NOVO;135480114;01/10/2005;25351000052;ANTINFLAMATORIOS;64858525000145 - MONSANTO DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CRINONE;01/11/2000;2000;NOVO;111240217;01/04/2015;25000025991;PROGESTAGENOS SIMPLES;27944313000154 - SERONO PRODUTOS FARMACÊUTICOS LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VIRAMUNE;01/11/2000;2000;NOVO;103670106;01/01/2018;25000021200;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA);60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
CASODEX;08/11/2000;2000;NOVO;116180062;01/12/2025;25000011418;ANTINEOPLASICO;60318797000100 - ASTRAZENECA DO BRASIL LTDA;VÁLIDO;BICALUTAMIDA;MEDICAMENTO
EXTRATO PURIFICADO DE ALOE VERA (ACEMANNAN);08/11/2000;2000;NOVO;101620223;01/11/2005;25000039140;PROTECAO, APARENCIA E CICATRIZACAO DA PELE E MUCOSAS;33051491000159 - LABORATÓRIOS PIERRE FABRE DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ZOLADEX;08/11/2000;2000;NOVO;116180043;01/07/2028;25001003645;ANTINEOPLASICO;60318797000100 - ASTRAZENECA DO BRASIL LTDA;VÁLIDO;ACETATO DE GOSSERRELINA;MEDICAMENTO
PEFLACIN;09/11/2000;2000;NOVO;113000279;01/03/2008;25001016525;ANTIBIOTICOS SISTEMICOS SIMPLES;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
LANTUS;10/11/2000;2000;NOVO;113000285;01/11/2020;25351004633;ANTIDIABETICOS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
OCTREOSCAN;10/11/2000;2000;NOVO;113980029;01/10/2010;25000019710;AGENTES DIAGNOSTICOS RADIOATIVOS;30153811000193 - GUERBET IMAGEM DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VACINA ANTITÍFICA DE POLISSACARÍDEO VI;10/11/2000;2000;NOVO;101070160;01/11/2005;25000013799;VACINAS;33247743000110 - GLAXOSMITHKLINE BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
VACINA CONTRA CAXUMBA (VÍRUS ATENUADOS);10/11/2000;2000;NOVO;116090012;01/09/2005;25000007679;VACINAS;24040487000102 - SANOFI PASTEUR LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ZOMETA;10/11/2000;2000;NOVO;100680154;01/11/2025;25351001540;SUPRESSORES DA REABSORCAO OSSEA;56994502000130 - NOVARTIS BIOCIENCIAS S.A;VÁLIDO;ÁCIDO ZOLEDRÔNICO;MEDICAMENTO
FLAGYL NISTATINA;20/11/2000;2000;NOVO;113000286;01/08/2022;25992009865;PRODUTOS GINECOLOGICOS ANTIINFECCIOSOS TOPICOS ASSOCIACAO MEDICAMENTOSA;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TAVANIC;20/11/2000;2000;NOVO;113000259;01/05/2012;25000030655;ANTIBIOTICOS SISTEMICOS SIMPLES;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
IMUNOPARVUM;24/11/2000;2000;NOVO;101830025;01/09/2002;25019000911;IMUNOESTIMULANTES, EXCLUSIVE VACINAS E IMUNOGLOBULINAS;10877926000113 - LABORATORIO FARMACEUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIG;CADUCO/CANCELADO;;MEDICAMENTO
DUROGESIC;28/11/2000;2000;NOVO;112360027;01/09/2025;25000000039;ANALGESICOS NARCOTICOS;51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA;VÁLIDO;FENTANILA;MEDICAMENTO
FAULBLASTINA;28/11/2000;2000;NOVO;131390015;01/11/2010;25000022772;ANTINEOPLASICO;01209109000104 - DISAQ FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ICADEN;30/11/2000;2000;NOVO;100200024;01/09/2015;25991006961;PRODUTOS GINECOLOGICOS ANTINFECCIOSOS TOPICOS SIMPLES;56990534000167 - SCHERING DO BRASIL QUÍMICA E FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ANFERTIL;01/12/2000;2000;NOVO;121100027;01/06/2013;25992007414;ANTICONCEPCIONAIS;61072393000133 - WYETH INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DACTIL OB;01/12/2000;2000;NOVO;113000214;01/09/2020;25001010298;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SECNIDAL;01/12/2000;2000;NOVO;113000290;01/11/2029;25991004192;AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS;02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MENOFEM;08/12/2000;2000;NOVO;103670131;01/12/2005;25000009424;FITOTERAPICO SIMPLES;60831658000177 - BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
