NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;ANO_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO;TIPO_PRODUTO
CEFOTAXIMA SÓDICA;24/02/2003;2003;GENÉRICO;151670005;01/02/2028;25351202381;CEFALOSPORINAS;04301884000175 - AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;VÁLIDO;CEFOTAXIMA SÓDICA;MEDICAMENTO
DICLOFENACO SÓDICO;24/02/2003;2003;GENÉRICO;104971250;01/02/2028;25351213100;ANTINFLAMATORIOS;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;VÁLIDO;DICLOFENACO SÓDICO;MEDICAMENTO
LISINOPRIL + HIDROCLOROTIAZIDA;24/02/2003;2003;GENÉRICO;100890294;01/02/2008;25351193342;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;33069212000184 - MERCK S/A;CADUCO/CANCELADO;;MEDICAMENTO
SULFATO DE SALBUTAMOL;24/02/2003;2003;GENÉRICO;109630051;01/02/2028;25351202393;BRONCODILATADORES;06597801000162 - THEODORO F SOBRAL & CIA LTDA;VÁLIDO;SULFATO DE SALBUTAMOL;MEDICAMENTO
CEFPODOXIMA PROXETIL;26/02/2003;2003;GENÉRICO;123520095;01/02/2008;25351003579;ANTIBIOTICOS SISTEMICOS SIMPLES;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MALEATO DE ENALAPRIL;26/02/2003;2003;GENÉRICO;102980316;01/02/2018;25351197719;ANTI-HIPERTENSIVOS;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE METOCLOPRAMIDA;27/02/2003;2003;GENÉRICO;101810427;01/03/2013;25351221550;ANTIEMETICOS E ANTINAUSEANTES;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
OXALIPLATINA;27/02/2003;2003;GENÉRICO;100430822;01/02/2028;25351211114;CITOSTATICOS ALQUILANTES;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;OXALIPLATINA;MEDICAMENTO
BROMAZEPAM;07/03/2003;2003;GENÉRICO;105530292;01/03/2013;25351016752;ANSIOLITICOS SIMPLES;56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
PREDNISONA;07/03/2003;2003;GENÉRICO;105530291;01/03/2008;25351023531;GLICOCORTICOIDES SISTEMICOS;56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DICLOFENACO SÓDICO;10/03/2003;2003;GENÉRICO;126750034;01/03/2013;25351215734;ANTINFLAMATORIOS ANTIREUMATICOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;11/03/2003;2003;GENÉRICO;103700399;01/03/2028;25351207092;ANTI-HISTAMINICOS SISTEMICOS;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;BETAMETASONA +  MALEATO DE DEXCLORFENIRAMINA;MEDICAMENTO
SULFATO DE GENTAMICINA;11/03/2003;2003;GENÉRICO;102940129;01/03/2013;25351022711;ANTIBIOTICOS SISTEMICOS SIMPLES;61541132000115 - NEOLATINA COMÉRCIO E INDÚSTRIA FARMACEUTICA S.A;CADUCO/CANCELADO;;MEDICAMENTO
pantoprazol sódico sesqui-hidratado;17/03/2003;2003;GENÉRICO;102350156;01/03/2028;25351207114;ANTIULCEROSOS;57507378000365 - EMS S/A;VÁLIDO;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;MEDICAMENTO
AMOXICILINA;19/03/2003;2003;GENÉRICO;146680005;01/02/2007;25351037757;PENICILINA DE AMPLO ESPECTRO;02962484000185 - APOTEX DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CETOCONAZOL;19/03/2003;2003;GENÉRICO;146680020;01/02/2007;25351037751;ANTIMICOTICO;02962484000185 - APOTEX DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DICLOFENACO DIETILAMONIO;19/03/2003;2003;GENÉRICO;112130280;01/02/2022;25351039376;ANTINFLAMATORIOS;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DINITRATO DE ISOSSORBIDA;19/03/2003;2003;GENÉRICO;102350530;01/03/2012;25351002360;NITRITOS NITRATOS E SEMELHANTES;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
Losartana potássica;19/03/2003;2003;GENÉRICO;123520089;01/09/2027;25351033849;ANTI-HIPERTENSIVOS SIMPLES;73663650000190 - RANBAXY FARMACÊUTICA LTDA;VÁLIDO;LOSARTANA POTÁSSICA;MEDICAMENTO
MEBENDAZOL;19/03/2003;2003;GENÉRICO;125680035;01/08/2016;25351020011;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;73856593000166 - PRATI DONADUZZI & CIA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SINVASTATINA;19/03/2003;2003;GENÉRICO;102350487;01/02/2026;25351028248;ANTILIPEMICOS;57507378000365 - EMS S/A;VÁLIDO;SINVASTATINA;MEDICAMENTO
SULFATO DE TERBUTALINA;19/03/2003;2003;GENÉRICO;101810389;01/05/2017;25351160648;BRONCODILATADORES;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TENOXICAM;19/03/2003;2003;GENÉRICO;146680015;01/03/2008;25351036537;ANTINFLAMATORIOS ANTIREUMATICOS;02962484000185 - APOTEX DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
dropropizina;19/03/2003;2003;GENÉRICO;101810390;01/05/2017;25351162308;ANTITUSSIGENOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
AMOXICILINA;24/03/2003;2003;GENÉRICO;102350608;01/03/2028;25351204530;PENICILINA DE AMPLO ESPECTRO;57507378000365 - EMS S/A;VÁLIDO;AMOXICILINA TRI-HIDRATADA;MEDICAMENTO
CETOPROFENO;24/03/2003;2003;GENÉRICO;101810417;01/03/2018;25351206614;ANTINFLAMATORIOS ANTIREUMATICOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DEXAMETASONA;24/03/2003;2003;GENÉRICO;104650103;01/03/2013;25351215865;GLICOCORTICOIDES SISTEMICOS;29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CEFALOTINA SÓDICA;26/03/2003;2003;GENÉRICO;151670006;01/03/2028;25351202377;CEFALOSPORINAS;04301884000175 - AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;VÁLIDO;CEFALOTINA SODICA;MEDICAMENTO
CETOPROFENO;26/03/2003;2003;GENÉRICO;101810425;01/03/2018;25351208995;ANTINFLAMATORIOS ANTIREUMATICOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CETOPROFENO;26/03/2003;2003;GENÉRICO;102350610;01/03/2028;25351208825;ANTINFLAMATORIOS ANTIREUMATICOS;57507378000365 - EMS S/A;VÁLIDO;CETOPROFENO;MEDICAMENTO
GABAPENTINA;26/03/2003;2003;GENÉRICO;146680053;01/03/2008;25351189820;ANTICONVULSIVANTES;02962484000185 - APOTEX DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
AMOXICILINA;28/03/2003;2003;GENÉRICO;126750018;01/03/2018;25351215735;PENICILINA DE AMPLO ESPECTRO;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
AMOXICILINA + CLAVULANATO DE POTÁSSIO;28/03/2003;2003;GENÉRICO;126750019;01/04/2008;25351215781;ANTIBIOTICOS SISTEMICOS SIMPLES;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
AZITROMICINA;28/03/2003;2003;GENÉRICO;126750020;01/03/2018;25351215799;ANTIBIOTICOS SISTEMICOS SIMPLES;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
LEVOFLOXACINO;28/03/2003;2003;GENÉRICO;100430887;01/04/2018;25351189147;ANTIBIOTICOS SISTEMICOS SIMPLES;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
LOVASTATINA;28/03/2003;2003;GENÉRICO;100680913;01/04/2008;25351199959;ANTILIPEMICOS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE PAROXETINA;02/04/2003;2003;GENÉRICO;126750030;01/04/2018;25351215835;ANTIDEPRESSIVOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
DIGOXINA;02/04/2003;2003;GENÉRICO;125680079;01/04/2008;25351219780;GLICOSIDEOS CARDIACOS;73856593000166 - PRATI DONADUZZI & CIA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
NORFLOXACINO;02/04/2003;2003;GENÉRICO;126750043;01/04/2018;25351215737;ANTIBIOTICOS SISTEMICOS SIMPLES;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
PARACETAMOL;02/04/2003;2003;GENÉRICO;146680057;01/04/2008;25351207518;ANALGESICOS NAO NARCOTICOS;02962484000185 - APOTEX DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CETOPROFENO;07/04/2003;2003;GENÉRICO;146680059;01/04/2008;25351177940;ANTINFLAMATORIOS ANTIREUMATICOS;02962484000185 - APOTEX DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE CIPROFLOXACINO;08/04/2003;2003;GENÉRICO;151670007;01/04/2028;25351198271;ANTIBIOTICOS SISTEMICOS SIMPLES;04301884000175 - AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;VÁLIDO;CLORIDRATO DE CIPROFLOXACINO ;MEDICAMENTO
PANTOPRAZOL;09/04/2003;2003;GENÉRICO;101810432;01/04/2018;25351011857;ANTIULCEROSOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BESILATO DE ANLODIPINO;10/04/2003;2003;GENÉRICO;109740177;01/06/2008;25351206113;ANTI-HIPERTENSIVOS;49475833000106 - BIOLAB SANUS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CEFALEXINA;10/04/2003;2003;GENÉRICO;126750024;01/04/2018;25351215802;CEFALOSPORINAS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
ACOLITIUM;11/04/2003;2003;GENÉRICO;101910166;01/10/2006;25992010178;ANTIDEPRESSIVOS;61517397000188 - THERASKIN FARMACEUTICA LTDA.;CADUCO/CANCELADO;;MEDICAMENTO
CETOCONAZOL;14/04/2003;2003;GENÉRICO;126750025;01/04/2018;25351215839;ANTIMICOTICO;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
CETOPROFENO;14/04/2003;2003;GENÉRICO;102980320;01/04/2028;25351210749;ANTINFLAMATORIOS ANTIREUMATICOS;44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;CETOPROFENO;MEDICAMENTO
DICLOFENACO DE DIETILAMÔMIO;14/04/2003;2003;GENÉRICO;104650370;01/04/2013;25351217245;ANTINFLAMATORIOS;29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
NORFLOXACINO;14/04/2003;2003;GENÉRICO;146680055;01/04/2008;25351184272;ANTIBIOTICOS SISTEMICOS SIMPLES;02962484000185 - APOTEX DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
ACICLOVIR;16/04/2003;2003;GENÉRICO;126750017;01/04/2018;25351215790;ANTIVIROTICOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE CLOBUTINOL + SUCCINATO DE DOXILAMINA;16/04/2003;2003;GENÉRICO;104971261;01/04/2028;25351214442;ANTITUSSIGENOS-ASSOCIACOES MEDICAMENTOSAS;60665981000118 - UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;VÁLIDO;CLORIDRATO DE CLOBUTINOL +  SUCCINATO DE DOXILAMINA;MEDICAMENTO
CLORIDRATO DE RANITIDINA;16/04/2003;2003;GENÉRICO;100430801;01/04/2013;25351169144;ANTIULCEROSOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
LEVOFLOXACINO;16/04/2003;2003;GENÉRICO;126750037;01/04/2018;25351215792;ANTIBIOTICOS SISTEMICOS SIMPLES;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
LORATADINA + SULFATO DE PSEUDOEFEDRINA;16/04/2003;2003;GENÉRICO;100430889;01/04/2013;25351222718;ANTI-HISTAMINICOS SISTEMICOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE DORZOLAMIDA + MALEATO DE TIMOLOL;17/04/2003;2003;GENÉRICO;112130314;01/04/2008;25351213079;ANTIGLAUCOMATOSOS;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DICLOFENACO COLESTIRAMINA;17/04/2003;2003;GENÉRICO;101810426;01/04/2018;25351214366;ANTINFLAMATORIOS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
TENOXICAM;17/04/2003;2003;GENÉRICO;146680060;01/04/2008;25351016349;ANTINFLAMATORIOS ANTIREUMATICOS;02962484000185 - APOTEX DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
FLUCONAZOL;22/04/2003;2003;GENÉRICO;103110118;01/04/2028;25351176341;ANTIMICOTICO;01571702000198 - HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA;VÁLIDO;FLUCONAZOL;MEDICAMENTO
METRONIDAZOL;22/04/2003;2003;GENÉRICO;104910064;01/04/2028;25351191189;ANTINFECCIOSOS;55972087000150 - JP INDUSTRIA FARMACEUTICA S/A;VÁLIDO;METRONIDAZOL;MEDICAMENTO
TIOCONAZOL + TINIDAZOL;22/04/2003;2003;GENÉRICO;118610227;01/04/2018;25351219167;PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS;64088172000141 - ATIVUS FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE TERBINAFINA;24/04/2003;2003;GENÉRICO;146680061;01/04/2008;25351016339;ANTIMICOTICO;02962484000185 - APOTEX DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
DIPIRONA SÓDICA;24/04/2003;2003;GENÉRICO;104650372;01/04/2013;25351180363;ANALGESICOS NAO NARCOTICOS;29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MALEATO DE TIMOLOL;24/04/2003;2003;GENÉRICO;112130315;01/04/2023;25351222486;ANTIGLAUCOMATOSOS;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE PROPRANOLOL;28/04/2003;2003;GENÉRICO;104650374;01/05/2013;25351180370;AGENTES BETABLOQUEADORES;29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
OMEPRAZOL;28/04/2003;2003;GENÉRICO;126750048;01/05/2008;25351005123;ANTIULCEROSOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
CICLOPIROX OLAMINA;30/04/2003;2003;GENÉRICO;125680081;01/04/2013;25351006761;ANTIMICOTICOS PARA USO TOPICO;73856593000166 - PRATI DONADUZZI & CIA LTDA;VÁLIDO;CICLOPIROX OLAMINA;MEDICAMENTO
FLUMAZENIL (Port 344/98 Lista C1);30/04/2003;2003;GENÉRICO;100430890;01/05/2013;25351001232;ANTAGONISTA DE BENZODIAZEPINAS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
FOSFATO SÓDICO DE PREDNISOLONA;30/04/2003;2003;GENÉRICO;125680082;01/05/2028;25351219765;GLICOCORTICOIDES SISTEMICOS;73856593000166 - PRATI DONADUZZI & CIA LTDA;VÁLIDO;FOSFATO SÓDICO DE PREDNISOLONA;MEDICAMENTO
LORATADINA;30/04/2003;2003;GENÉRICO;125680080;01/05/2028;25351209784;ANTI-HISTAMINICOS SISTEMICOS;73856593000166 - PRATI DONADUZZI & CIA LTDA;VÁLIDO;LORATADINA;MEDICAMENTO
CLORTALIDONA;05/05/2003;2003;GENÉRICO;102350614;01/05/2028;25351213161;DIURETICOS SIMPLES;57507378000365 - EMS S/A;VÁLIDO;CLORTALIDONA;MEDICAMENTO
MALEATO DE MIDAZOLAM;05/05/2003;2003;GENÉRICO;123520108;01/05/2008;25351179184;HIPNOTICOS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
cloridrato de irinotecano;05/05/2003;2003;GENÉRICO;100430891;01/05/2028;25351009968;ANTINEOPLASICO;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;CLORIDRATO DE IRINOTECANO TRIIDRATADO;MEDICAMENTO
CIMETIDINA;08/05/2003;2003;GENÉRICO;103700402;01/05/2028;25351173464;ANTIACIDOS E ANTIULCEROSOS;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;CIMETIDINA;MEDICAMENTO
LOVASTATINA;08/05/2003;2003;GENÉRICO;126750041;01/05/2008;25351217258;ANTILIPEMICOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
ALBENDAZOL;12/05/2003;2003;GENÉRICO;120190139;01/05/2013;25351161071;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;33408105000133 - GREENPHARMA QUÍMICA E FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
BESILATO DE ANLODIPINO;12/05/2003;2003;GENÉRICO;126750021;01/05/2018;25351215732;ANTI-HIPERTENSIVOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
DICLOFENACO POTÁSSICO;12/05/2003;2003;GENÉRICO;126750033;01/05/2008;25351215838;ANTINFLAMATORIOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
VALERATO DE BETAMETASONA;12/05/2003;2003;GENÉRICO;102350615;;25351211663;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE FLUOXETINA;14/05/2003;2003;GENÉRICO;126750029;01/05/2013;25351217269;ANTIDEPRESSIVOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
VALERATO DE BETAMETASONA;14/05/2003;2003;GENÉRICO;102350617;01/05/2028;25351208787;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
RAMIPRIL;19/05/2003;2003;GENÉRICO;123520121;01/05/2018;25351208078;ANTI-HIPERTENSIVOS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE BENAZEPRIL;20/05/2003;2003;GENÉRICO;123520126;01/05/2008;25351215371;ANTI-HIPERTENSIVOS SIMPLES;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
NISTATINA 25.000 UI/G;22/05/2003;2003;GENÉRICO;104650375;01/05/2013;25351223062;ANTIMICOTICO;29785870000103 - LABORATÓRIO NEO QUÍMICA COMÉRCIO E INDÚSTRIA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE METFORMINA;27/05/2003;2003;GENÉRICO;100680907;01/06/2008;25351217726;ANTIDIABETICOS;56994502000130 - NOVARTIS BIOCIENCIAS S.A;CADUCO/CANCELADO;;MEDICAMENTO
LOSARTANA POTÁSSICA;27/05/2003;2003;GENÉRICO;126750040;01/05/2018;25351217251;ANTI-HIPERTENSIVOS SIMPLES;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
MALEATO DE ENALAPRIL;27/05/2003;2003;GENÉRICO;103700442;01/05/2028;25351209014;ANTI-HIPERTENSIVOS SIMPLES;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;MALEATO DE ENALAPRIL;MEDICAMENTO
PRAVASTATINA SÓDICA;27/05/2003;2003;GENÉRICO;123520129;01/05/2018;25351217762;ANTILIPEMICOS;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
SULFAMETOXAZOL + TRIMETOPRIMA;27/05/2003;2003;GENÉRICO;103700410;01/06/2028;25351222995;TRIMETOPRIMA EM ASSOCIACAO COM SULFAS;17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;SULFAMETOXAZOL +  TRIMETOPRIMA;MEDICAMENTO
LISINOPRIL;02/06/2003;2003;GENÉRICO;102350619;01/06/2028;25351003793;ANTI-HIPERTENSIVOS SIMPLES;57507378000365 - EMS S/A;VÁLIDO;LISINOPRIL DI-HIDRATADO;MEDICAMENTO
FLUCONAZOL;03/06/2003;2003;GENÉRICO;123520114;01/06/2028;25351002358;ANTIMICOTICO;73663650000190 - RANBAXY FARMACÊUTICA LTDA;VÁLIDO;FLUCONAZOL;MEDICAMENTO
BROMETO DE N-BUTILESCOPOLAMINA + DIPIRONA;05/06/2003;2003;GENÉRICO;125680083;01/06/2028;25351202613;ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS;73856593000166 - PRATI DONADUZZI & CIA LTDA;VÁLIDO;BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA;MEDICAMENTO
PARACETAMOL;05/06/2003;2003;GENÉRICO;113430101;01/06/2028;25351002896;ANALGESICOS NAO NARCOTICOS;19570720000110 - HIPOLABOR FARMACEUTICA LTDA;VÁLIDO;PARACETAMOL;MEDICAMENTO
CAPTOPRIL;06/06/2003;2003;GENÉRICO;100430892;01/06/2018;25351215934;ANTI-HIPERTENSIVOS SIMPLES;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
AZITROMICINA;10/06/2003;2003;GENÉRICO;123520125;01/06/2008;25351214001;ANTIBIOTICOS SISTEMICOS SIMPLES;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
LOSARTANA POTÁSSICA;10/06/2003;2003;GENÉRICO;112130321;01/06/2023;25351007779;ANTI-HIPERTENSIVOS;53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MICOFENOLATO MOFETILA;10/06/2003;2003;GENÉRICO;137640083;01/06/2013;25351189148;AGENTE IMUNOSUPRESSOR;02433631000120 - ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
MOCLOBEMIDA;10/06/2003;2003;GENÉRICO;146680054;01/06/2008;25351192285;ANTIDEPRESSIVOS;02962484000185 - APOTEX DO BRASIL LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CITALOPRAM;12/06/2003;2003;GENÉRICO;126750026;01/06/2018;25351215774;ANTIDEPRESSIVOS;72593791000111 - NOVA QUIMICA FARMACÊUTICA S/A;CADUCO/CANCELADO;;MEDICAMENTO
NISTATINA + ÓXIDO DE ZINCO;12/06/2003;2003;GENÉRICO;101810431;01/06/2018;25351009733;ANTIMICOTICOS PARA USO TOPICO;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
Trometamol cetorolaco;12/06/2003;2003;GENÉRICO;102350628;01/06/2018;25351016990;ANTINFLAMATORIOS;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
CAPTOPRIL + HIDROCLOROTIAZIDA;17/06/2003;2003;GENÉRICO;101810455;01/06/2013;25351005182;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;50929710000179 - MEDLEY INDÚSTRIA FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CLORIDRATO DE LIDOCAÍNA;17/06/2003;2003;GENÉRICO;113430102;01/06/2028;25351002899;ANESTESICOS LOCAIS;19570720000110 - HIPOLABOR FARMACEUTICA LTDA;VÁLIDO;CLORIDRATO DE LIDOCAÍNA MONOIDRATADA ;MEDICAMENTO
FOSFATO DE CLINDAMICINA;17/06/2003;2003;GENÉRICO;113430103;01/06/2028;25351010098;ANTIBIOTICOS SISTEMICOS SIMPLES;19570720000110 - HIPOLABOR FARMACEUTICA LTDA;VÁLIDO;FOSFATO DE CLINDAMICINA;MEDICAMENTO
NITRATO DE MICONAZOL;17/06/2003;2003;GENÉRICO;102350622;01/06/2013;25351018699;ANTIMICOTICOS PARA USO TOPICO;57507378000365 - EMS S/A;CADUCO/CANCELADO;;MEDICAMENTO
PREDNISONA;17/06/2003;2003;GENÉRICO;100430893;;25351220201;GLICOCORTICOIDES SISTEMICOS;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
TIOCONAZOL;17/06/2003;2003;GENÉRICO;100430894;01/06/2013;25351002603;ANTIMICOTICOS PARA USO TOPICO;61190096000192 - EUROFARMA LABORATÓRIOS S.A.;CADUCO/CANCELADO;;MEDICAMENTO
PARACETAMOL;20/06/2003;2003;GENÉRICO;109680074;01/06/2008;25351219664;ANALGESICOS NAO NARCOTICOS;43521129000158 - LABORATÓRIO KINDER LTDA;CADUCO/CANCELADO;;MEDICAMENTO
CAPTOPRIL;26/06/2003;2003;GENÉRICO;123520127;01/06/2008;25351214871;ANTI-HIPERTENSIVOS SIMPLES;73663650000190 - RANBAXY FARMACÊUTICA LTDA;CADUCO/CANCELADO;;MEDICAMENTO
